model,set_id,category,title,id,tokenization_type,token_count,char_count,info_density,entropy,normalized_entropy,performance
Qwen/Qwen2.5-0.5B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q3,c_style_hex,44,205,4.659090909090909,4.905692346441835,0.9642708948486727,0.0
Qwen/Qwen2.5-0.5B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q4,web_color_hex,42,204,4.857142857142857,4.812209613812088,0.9624419227624175,0.0
Qwen/Qwen2.5-7B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,bracket_notation,49,203,4.142857142857143,4.9796197323037035,0.9631899362011022,0.0
Qwen/Qwen2.5-7B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q2,latex_notation,59,231,3.9152542372881354,5.164600202300816,0.963985080844582,0.0
Qwen/Qwen2.5-7B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q3,pipe_notation,49,202,4.122448979591836,4.790943967041733,0.9497560764841757,0.0
Qwen/Qwen2.5-7B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q4,subscript_notation,66,230,3.484848484848485,4.78325331057244,0.9252074854544315,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,bracket_notation,31,171,5.516129032258065,4.50258340716107,0.9820327661246675,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q2,latex_notation,41,199,4.853658536585366,4.67462517534979,0.972390275138869,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q3,pipe_notation,31,170,5.483870967741935,4.11548663296752,0.9522339434188983,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q4,subscript_notation,44,198,4.5,4.652391277629866,0.9576800078666617,0.0
Qwen/Qwen2.5-0.5B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,bracket_notation,49,203,4.142857142857143,4.9796197323037035,0.9631899362011022,0.0
Qwen/Qwen2.5-0.5B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q2,latex_notation,59,231,3.9152542372881354,5.164600202300816,0.963985080844582,0.0
Qwen/Qwen2.5-0.5B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q3,pipe_notation,49,202,4.122448979591836,4.790943967041733,0.9497560764841757,0.0
Qwen/Qwen2.5-0.5B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q4,subscript_notation,66,230,3.484848484848485,4.78325331057244,0.9252074854544315,0.0
Qwen/Qwen2.5-7B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q1,original,69,262,3.7971014492753623,5.570561913607676,0.9725278061726291,1.0
Qwen/Qwen2.5-7B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q2,partial,50,217,4.34,5.15656563024272,0.9689280911548763,1.0
Qwen/Qwen2.5-7B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q3,simplified,39,189,4.846153846153846,4.711952783564804,0.960272639414831,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q1,original,50,230,4.6,5.243856189774728,0.9853301465708195,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q2,partial,31,185,5.967741935483871,4.631615665225586,0.985357954352678,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q3,simplified,21,157,7.476190476190476,4.011365041826378,0.981382632116924,1.0
Qwen/Qwen2.5-0.5B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q1,original,69,262,3.7971014492753623,5.570561913607676,0.9725278061726291,1.0
Qwen/Qwen2.5-0.5B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q2,partial,50,217,4.34,5.15656563024272,0.9689280911548763,1.0
Qwen/Qwen2.5-0.5B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q3,simplified,39,189,4.846153846153846,4.711952783564804,0.960272639414831,1.0
Qwen/Qwen2.5-7B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q1,original_cyrillic,43,202,4.6976744186046515,4.8596478250137185,0.9633759198878317,1.0
Qwen/Qwen2.5-7B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q2,transliterated,42,202,4.809523809523809,4.8122096138120884,0.9624419227624177,1.0
Qwen/Qwen2.5-7B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q3,no_punctuation,42,201,4.785714285714286,4.859828661431136,0.9634117688744768,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q1,original_cyrillic,25,170,6.8,4.323856189774722,0.9844134140558706,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q2,transliterated,24,170,7.083333333333333,4.251629167387823,0.9837343597681091,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q3,no_punctuation,24,169,7.041666666666667,4.251629167387823,0.9837343597681091,1.0
Qwen/Qwen2.5-0.5B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q1,original_cyrillic,43,202,4.6976744186046515,4.8596478250137185,0.9633759198878317,0.0
Qwen/Qwen2.5-0.5B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q2,transliterated,42,202,4.809523809523809,4.8122096138120884,0.9624419227624177,0.0
Qwen/Qwen2.5-0.5B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q3,no_punctuation,42,201,4.785714285714286,4.859828661431136,0.9634117688744768,0.0
Qwen/Qwen2.5-7B-Instruct,6,Compound Words,Healthcare,6_Q1,single_word,43,212,4.930232558139535,4.795580673800615,0.9591161347601229,1.0
Qwen/Qwen2.5-7B-Instruct,6,Compound Words,Healthcare,6_Q2,two_words,44,213,4.840909090909091,4.843081266847211,0.960091767663696,1.0
Qwen/Qwen2.5-7B-Instruct,6,Compound Words,Healthcare,6_Q3,hyphenated,44,213,4.840909090909091,4.843081266847211,0.960091767663696,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,6,Compound Words,Healthcare,6_Q1,single_word,25,180,7.2,4.243856189774723,0.9819358620970592,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,6,Compound Words,Healthcare,6_Q2,two_words,26,181,6.961538461538462,4.315824333525706,0.9825847993461587,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,6,Compound Words,Healthcare,6_Q3,hyphenated,26,181,6.961538461538462,4.315824333525706,0.9825847993461587,1.0
Qwen/Qwen2.5-0.5B-Instruct,6,Compound Words,Healthcare,6_Q1,single_word,43,212,4.930232558139535,4.795580673800615,0.9591161347601229,0.0
Qwen/Qwen2.5-0.5B-Instruct,6,Compound Words,Healthcare,6_Q2,two_words,44,213,4.840909090909091,4.843081266847211,0.960091767663696,0.0
Qwen/Qwen2.5-0.5B-Instruct,6,Compound Words,Healthcare,6_Q3,hyphenated,44,213,4.840909090909091,4.843081266847211,0.960091767663696,0.0
Qwen/Qwen2.5-7B-Instruct,7,Compound Words,Database,7_Q1,single_word,44,214,4.863636363636363,4.8602378009872895,0.9634928766441063,1.0
Qwen/Qwen2.5-7B-Instruct,7,Compound Words,Database,7_Q2,two_words,45,215,4.777777777777778,4.905974696849667,0.9643263941056978,1.0
Qwen/Qwen2.5-7B-Instruct,7,Compound Words,Database,7_Q3,hyphenated,45,215,4.777777777777778,4.905974696849667,0.9643263941056978,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,7,Compound Words,Database,7_Q1,single_word,26,182,7.0,4.3927474104487825,0.9850464781408865,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,7,Compound Words,Database,7_Q2,two_words,27,183,6.777777777777778,4.458591205867174,0.9856372586866322,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,7,Compound Words,Database,7_Q3,hyphenated,27,183,6.777777777777778,4.458591205867174,0.9856372586866322,1.0
Qwen/Qwen2.5-0.5B-Instruct,7,Compound Words,Database,7_Q1,single_word,44,214,4.863636363636363,4.8602378009872895,0.9634928766441063,1.0
Qwen/Qwen2.5-0.5B-Instruct,7,Compound Words,Database,7_Q2,two_words,45,215,4.777777777777778,4.905974696849667,0.9643263941056978,0.0
Qwen/Qwen2.5-0.5B-Instruct,7,Compound Words,Database,7_Q3,hyphenated,45,215,4.777777777777778,4.905974696849667,0.9643263941056978,1.0
Qwen/Qwen2.5-7B-Instruct,8,Compound Words,Cryptocurrency,8_Q1,single_word,37,202,5.45945945945946,4.605006663558674,0.9579086084178028,1.0
Qwen/Qwen2.5-7B-Instruct,8,Compound Words,Cryptocurrency,8_Q2,two_words,38,203,5.342105263157895,4.659387303533053,0.9591201176386438,1.0
Qwen/Qwen2.5-7B-Instruct,8,Compound Words,Cryptocurrency,8_Q3,hyphenated,39,203,5.205128205128205,4.711952783564804,0.960272639414831,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,8,Compound Words,Cryptocurrency,8_Q1,single_word,19,170,8.947368421052632,3.8268748818646365,0.9795193359563683,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,8,Compound Words,Cryptocurrency,8_Q2,two_words,20,171,8.55,3.9219280948873623,0.9804820237218406,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,8,Compound Words,Cryptocurrency,8_Q3,hyphenated,21,171,8.142857142857142,4.011365041826378,0.981382632116924,1.0
Qwen/Qwen2.5-0.5B-Instruct,8,Compound Words,Cryptocurrency,8_Q1,single_word,37,202,5.45945945945946,4.605006663558674,0.9579086084178028,1.0
Qwen/Qwen2.5-0.5B-Instruct,8,Compound Words,Cryptocurrency,8_Q2,two_words,38,203,5.342105263157895,4.659387303533053,0.9591201176386438,1.0
Qwen/Qwen2.5-0.5B-Instruct,8,Compound Words,Cryptocurrency,8_Q3,hyphenated,39,203,5.205128205128205,4.711952783564804,0.960272639414831,1.0
Qwen/Qwen2.5-7B-Instruct,9,Compound Words,Socioeconomic,9_Q1,single_word,42,233,5.5476190476190474,4.746617054236768,0.9581003167527091,1.0
Qwen/Qwen2.5-7B-Instruct,9,Compound Words,Socioeconomic,9_Q2,two_words,43,234,5.441860465116279,4.749069045893638,0.9585952490289553,1.0
Qwen/Qwen2.5-7B-Instruct,9,Compound Words,Socioeconomic,9_Q3,hyphenated,43,234,5.441860465116279,4.795580673800615,0.9591161347601229,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,9,Compound Words,Socioeconomic,9_Q1,single_word,24,201,8.375,4.16829583405449,0.9812539928854526,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,9,Compound Words,Socioeconomic,9_Q2,two_words,25,202,8.08,4.163856189774723,0.9802088610498182,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,9,Compound Words,Socioeconomic,9_Q3,hyphenated,25,202,8.08,4.243856189774723,0.9819358620970592,0.0
Qwen/Qwen2.5-0.5B-Instruct,9,Compound Words,Socioeconomic,9_Q1,single_word,42,233,5.5476190476190474,4.746617054236768,0.9581003167527091,0.0
Qwen/Qwen2.5-0.5B-Instruct,9,Compound Words,Socioeconomic,9_Q2,two_words,43,234,5.441860465116279,4.749069045893638,0.9585952490289553,0.0
Qwen/Qwen2.5-0.5B-Instruct,9,Compound Words,Socioeconomic,9_Q3,hyphenated,43,234,5.441860465116279,4.795580673800615,0.9591161347601229,0.0
