model,set_id,category,title,variant1,variant2,tokenization1,tokenization2,embedding_similarity,perf_difference
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q1,28_Q6,standard_notation,latex_environment,0.85840255,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q2,28_Q3,caret_notation,multiplication_notation,0.8663169,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q2,28_Q4,caret_notation,python_power_notation,0.9863209,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q2,28_Q5,caret_notation,markdown_math,0.96889967,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q2,28_Q6,caret_notation,latex_environment,0.88593966,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q3,28_Q4,multiplication_notation,python_power_notation,0.86838615,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q3,28_Q5,multiplication_notation,markdown_math,0.85478,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q3,28_Q6,multiplication_notation,latex_environment,0.7829978,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q4,28_Q5,python_power_notation,markdown_math,0.95506823,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q4,28_Q6,python_power_notation,latex_environment,0.87230414,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q5,28_Q6,markdown_math,latex_environment,0.8936673,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q1,28_Q2,standard_notation,caret_notation,0.99254906,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q1,28_Q3,standard_notation,multiplication_notation,0.9618939,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q1,28_Q4,standard_notation,python_power_notation,0.99066335,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q1,28_Q5,standard_notation,markdown_math,0.97915184,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q1,28_Q6,standard_notation,latex_environment,0.92191696,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q2,28_Q3,caret_notation,multiplication_notation,0.9550663,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q2,28_Q4,caret_notation,python_power_notation,0.99523336,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q2,28_Q5,caret_notation,markdown_math,0.9899683,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q2,28_Q6,caret_notation,latex_environment,0.9328613,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q3,28_Q4,multiplication_notation,python_power_notation,0.9581381,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q3,28_Q5,multiplication_notation,markdown_math,0.9431718,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q3,28_Q6,multiplication_notation,latex_environment,0.88564795,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q4,28_Q5,python_power_notation,markdown_math,0.9857213,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q4,28_Q6,python_power_notation,latex_environment,0.9270822,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q5,28_Q6,markdown_math,latex_environment,0.9352697,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q2,standard_notation,calculus_notation,0.97044927,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q3,standard_notation,prime_notation,0.97452694,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q4,standard_notation,no_parentheses,0.98744404,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q5,standard_notation,latex_notation,0.9456611,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q6,standard_notation,inline_latex,0.9306529,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q3,calculus_notation,prime_notation,0.97814584,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q4,calculus_notation,no_parentheses,0.96239007,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q5,calculus_notation,latex_notation,0.9536981,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q6,calculus_notation,inline_latex,0.939876,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,29_Q4,prime_notation,no_parentheses,0.97230697,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,29_Q5,prime_notation,latex_notation,0.9483378,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,29_Q6,prime_notation,inline_latex,0.93553376,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q4,29_Q5,no_parentheses,latex_notation,0.9355338,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q4,29_Q6,no_parentheses,inline_latex,0.9313993,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q5,29_Q6,latex_notation,inline_latex,0.9850043,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q2,standard_notation,calculus_notation,0.88548994,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q3,standard_notation,prime_notation,0.8810348,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q4,standard_notation,no_parentheses,0.95397663,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q5,standard_notation,latex_notation,0.7936104,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q6,standard_notation,inline_latex,0.76349217,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q3,calculus_notation,prime_notation,0.88697183,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q4,calculus_notation,no_parentheses,0.8425056,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q5,calculus_notation,latex_notation,0.8058629,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q6,calculus_notation,inline_latex,0.77267265,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,29_Q4,prime_notation,no_parentheses,0.8605664,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,29_Q5,prime_notation,latex_notation,0.77435553,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,29_Q6,prime_notation,inline_latex,0.7375107,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q4,29_Q5,no_parentheses,latex_notation,0.7483374,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q4,29_Q6,no_parentheses,inline_latex,0.7437334,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q5,29_Q6,latex_notation,inline_latex,0.9561956,1.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q2,standard_notation,calculus_notation,0.9667164,1.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q3,standard_notation,prime_notation,0.97464013,1.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q4,standard_notation,no_parentheses,0.9879056,0.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q5,standard_notation,latex_notation,0.9216827,1.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,29_Q6,standard_notation,inline_latex,0.9181069,1.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q3,calculus_notation,prime_notation,0.9762214,0.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q4,calculus_notation,no_parentheses,0.9612473,1.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q5,calculus_notation,latex_notation,0.9399612,0.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,29_Q6,calculus_notation,inline_latex,0.9353724,0.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,29_Q4,prime_notation,no_parentheses,0.9622865,1.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,29_Q5,prime_notation,latex_notation,0.93784213,0.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,29_Q6,prime_notation,inline_latex,0.93187916,0.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q4,29_Q5,no_parentheses,latex_notation,0.9087768,1.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q4,29_Q6,no_parentheses,inline_latex,0.9120553,1.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q5,29_Q6,latex_notation,inline_latex,0.98734444,0.0
Qwen/Qwen2.5-7B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q1,3_Q2,original,split_components,0.9194357,1.0
Qwen/Qwen2.5-7B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q1,3_Q3,original,simplified,0.91502404,0.0
Qwen/Qwen2.5-7B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q2,3_Q3,split_components,simplified,0.9636134,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q1,3_Q2,original,split_components,0.773327,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q1,3_Q3,original,simplified,0.7958876,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q2,3_Q3,split_components,simplified,0.80362344,1.0
Qwen/Qwen2.5-0.5B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q1,3_Q2,original,split_components,0.88932216,1.0
Qwen/Qwen2.5-0.5B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q1,3_Q3,original,simplified,0.8757878,1.0
Qwen/Qwen2.5-0.5B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q2,3_Q3,split_components,simplified,0.95329064,0.0
Qwen/Qwen2.5-7B-Instruct,30,Number Formatting,IP Address,30_Q1,30_Q2,standard_ip,space_separated_ip,0.97253376,0.0
Qwen/Qwen2.5-7B-Instruct,30,Number Formatting,IP Address,30_Q1,30_Q3,standard_ip,hyphen_separated_ip,0.9575566,0.0
Qwen/Qwen2.5-7B-Instruct,30,Number Formatting,IP Address,30_Q1,30_Q4,standard_ip,comma_separated_ip,0.97300464,0.0
Qwen/Qwen2.5-7B-Instruct,30,Number Formatting,IP Address,30_Q2,30_Q3,space_separated_ip,hyphen_separated_ip,0.96875167,0.0
Qwen/Qwen2.5-7B-Instruct,30,Number Formatting,IP Address,30_Q2,30_Q4,space_separated_ip,comma_separated_ip,0.97022927,0.0
Qwen/Qwen2.5-7B-Instruct,30,Number Formatting,IP Address,30_Q3,30_Q4,hyphen_separated_ip,comma_separated_ip,0.95157075,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,30,Number Formatting,IP Address,30_Q1,30_Q2,standard_ip,space_separated_ip,0.950285,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,30,Number Formatting,IP Address,30_Q1,30_Q3,standard_ip,hyphen_separated_ip,0.9390827,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,30,Number Formatting,IP Address,30_Q1,30_Q4,standard_ip,comma_separated_ip,0.9534973,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,30,Number Formatting,IP Address,30_Q2,30_Q3,space_separated_ip,hyphen_separated_ip,0.9439654,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,30,Number Formatting,IP Address,30_Q2,30_Q4,space_separated_ip,comma_separated_ip,0.94177294,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,30,Number Formatting,IP Address,30_Q3,30_Q4,hyphen_separated_ip,comma_separated_ip,0.9300932,0.0
Qwen/Qwen2.5-0.5B-Instruct,30,Number Formatting,IP Address,30_Q1,30_Q2,standard_ip,space_separated_ip,0.98166627,0.0
Qwen/Qwen2.5-0.5B-Instruct,30,Number Formatting,IP Address,30_Q1,30_Q3,standard_ip,hyphen_separated_ip,0.98383695,0.0
Qwen/Qwen2.5-0.5B-Instruct,30,Number Formatting,IP Address,30_Q1,30_Q4,standard_ip,comma_separated_ip,0.9893474,0.0
Qwen/Qwen2.5-0.5B-Instruct,30,Number Formatting,IP Address,30_Q2,30_Q3,space_separated_ip,hyphen_separated_ip,0.977719,0.0
Qwen/Qwen2.5-0.5B-Instruct,30,Number Formatting,IP Address,30_Q2,30_Q4,space_separated_ip,comma_separated_ip,0.9830187,0.0
Qwen/Qwen2.5-0.5B-Instruct,30,Number Formatting,IP Address,30_Q3,30_Q4,hyphen_separated_ip,comma_separated_ip,0.98264724,0.0
Qwen/Qwen2.5-7B-Instruct,31,Number Formatting,Financial Values,31_Q1,31_Q2,no_separators,comma_separators,0.9922605,0.0
Qwen/Qwen2.5-7B-Instruct,31,Number Formatting,Financial Values,31_Q1,31_Q3,no_separators,european_separators,0.9946046,0.0
Qwen/Qwen2.5-7B-Instruct,31,Number Formatting,Financial Values,31_Q1,31_Q4,no_separators,abbreviated_notation,0.9531094,0.0
Qwen/Qwen2.5-7B-Instruct,31,Number Formatting,Financial Values,31_Q2,31_Q3,comma_separators,european_separators,0.9913505,0.0
Qwen/Qwen2.5-7B-Instruct,31,Number Formatting,Financial Values,31_Q2,31_Q4,comma_separators,abbreviated_notation,0.95457566,0.0
Qwen/Qwen2.5-7B-Instruct,31,Number Formatting,Financial Values,31_Q3,31_Q4,european_separators,abbreviated_notation,0.9599815,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,31,Number Formatting,Financial Values,31_Q1,31_Q2,no_separators,comma_separators,0.97967005,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,31,Number Formatting,Financial Values,31_Q1,31_Q3,no_separators,european_separators,0.98209,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,31,Number Formatting,Financial Values,31_Q1,31_Q4,no_separators,abbreviated_notation,0.97609127,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,31,Number Formatting,Financial Values,31_Q2,31_Q3,comma_separators,european_separators,0.9892527,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,31,Number Formatting,Financial Values,31_Q2,31_Q4,comma_separators,abbreviated_notation,0.96715593,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,31,Number Formatting,Financial Values,31_Q3,31_Q4,european_separators,abbreviated_notation,0.968321,0.0
Qwen/Qwen2.5-0.5B-Instruct,31,Number Formatting,Financial Values,31_Q1,31_Q2,no_separators,comma_separators,0.9962224,0.0
Qwen/Qwen2.5-0.5B-Instruct,31,Number Formatting,Financial Values,31_Q1,31_Q3,no_separators,european_separators,0.99628514,0.0
Qwen/Qwen2.5-0.5B-Instruct,31,Number Formatting,Financial Values,31_Q1,31_Q4,no_separators,abbreviated_notation,0.95070165,0.0
Qwen/Qwen2.5-0.5B-Instruct,31,Number Formatting,Financial Values,31_Q2,31_Q3,comma_separators,european_separators,0.99624085,0.0
Qwen/Qwen2.5-0.5B-Instruct,31,Number Formatting,Financial Values,31_Q2,31_Q4,comma_separators,abbreviated_notation,0.9506792,0.0
Qwen/Qwen2.5-0.5B-Instruct,31,Number Formatting,Financial Values,31_Q3,31_Q4,european_separators,abbreviated_notation,0.9505753,0.0
Qwen/Qwen2.5-7B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,32_Q2,slash_notation,unicode_fraction,0.95345706,0.0
Qwen/Qwen2.5-7B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,32_Q3,slash_notation,division_symbol,0.97519076,0.0
Qwen/Qwen2.5-7B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,32_Q4,slash_notation,parentheses_fraction,0.98208165,0.0
Qwen/Qwen2.5-7B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q2,32_Q3,unicode_fraction,division_symbol,0.9538221,0.0
Qwen/Qwen2.5-7B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q2,32_Q4,unicode_fraction,parentheses_fraction,0.9397231,0.0
Qwen/Qwen2.5-7B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q3,32_Q4,division_symbol,parentheses_fraction,0.9561931,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,32_Q2,slash_notation,unicode_fraction,0.86953133,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,32_Q3,slash_notation,division_symbol,0.91482073,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,32_Q4,slash_notation,parentheses_fraction,0.9623009,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q2,32_Q3,unicode_fraction,division_symbol,0.8405404,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q2,32_Q4,unicode_fraction,parentheses_fraction,0.8369982,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q3,32_Q4,division_symbol,parentheses_fraction,0.8758282,0.0
Qwen/Qwen2.5-0.5B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,32_Q2,slash_notation,unicode_fraction,0.9310048,0.0
Qwen/Qwen2.5-0.5B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,32_Q3,slash_notation,division_symbol,0.9848326,0.0
Qwen/Qwen2.5-0.5B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,32_Q4,slash_notation,parentheses_fraction,0.9845605,0.0
Qwen/Qwen2.5-0.5B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q2,32_Q3,unicode_fraction,division_symbol,0.9418083,0.0
Qwen/Qwen2.5-0.5B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q2,32_Q4,unicode_fraction,parentheses_fraction,0.9110436,0.0
Qwen/Qwen2.5-0.5B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q3,32_Q4,division_symbol,parentheses_fraction,0.9664094,0.0
Qwen/Qwen2.5-7B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,33_Q2,uppercase_hex,lowercase_hex,0.9951071,0.0
Qwen/Qwen2.5-7B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,33_Q3,uppercase_hex,c_style_hex,0.9933904,0.0
Qwen/Qwen2.5-7B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,33_Q4,uppercase_hex,web_color_hex,0.99393785,0.0
Qwen/Qwen2.5-7B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q2,33_Q3,lowercase_hex,c_style_hex,0.9909145,0.0
Qwen/Qwen2.5-7B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q2,33_Q4,lowercase_hex,web_color_hex,0.9889385,0.0
Qwen/Qwen2.5-7B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q3,33_Q4,c_style_hex,web_color_hex,0.9890169,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,33_Q2,uppercase_hex,lowercase_hex,0.9945028,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,33_Q3,uppercase_hex,c_style_hex,0.98442864,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,33_Q4,uppercase_hex,web_color_hex,0.9855277,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q2,33_Q3,lowercase_hex,c_style_hex,0.9800538,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q2,33_Q4,lowercase_hex,web_color_hex,0.97982436,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q3,33_Q4,c_style_hex,web_color_hex,0.9692655,0.0
Qwen/Qwen2.5-0.5B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,33_Q2,uppercase_hex,lowercase_hex,0.9951181,0.0
Qwen/Qwen2.5-0.5B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,33_Q3,uppercase_hex,c_style_hex,0.9905426,1.0
Qwen/Qwen2.5-0.5B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,33_Q4,uppercase_hex,web_color_hex,0.9931416,1.0
Qwen/Qwen2.5-0.5B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q2,33_Q3,lowercase_hex,c_style_hex,0.9866915,1.0
Qwen/Qwen2.5-0.5B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q2,33_Q4,lowercase_hex,web_color_hex,0.98829293,1.0
Qwen/Qwen2.5-0.5B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q3,33_Q4,c_style_hex,web_color_hex,0.98079777,0.0
Qwen/Qwen2.5-7B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,34_Q2,bracket_notation,latex_notation,0.9140794,0.0
Qwen/Qwen2.5-7B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,34_Q3,bracket_notation,pipe_notation,0.94337475,0.0
Qwen/Qwen2.5-7B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,34_Q4,bracket_notation,subscript_notation,0.8782572,0.0
Qwen/Qwen2.5-7B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q2,34_Q3,latex_notation,pipe_notation,0.9131649,0.0
Qwen/Qwen2.5-7B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q2,34_Q4,latex_notation,subscript_notation,0.8438085,0.0
Qwen/Qwen2.5-7B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q3,34_Q4,pipe_notation,subscript_notation,0.8388761,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,34_Q2,bracket_notation,latex_notation,0.84921855,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,34_Q3,bracket_notation,pipe_notation,0.8938312,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,34_Q4,bracket_notation,subscript_notation,0.86690724,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q2,34_Q3,latex_notation,pipe_notation,0.84911346,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q2,34_Q4,latex_notation,subscript_notation,0.79412436,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q3,34_Q4,pipe_notation,subscript_notation,0.8270034,0.0
Qwen/Qwen2.5-0.5B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,34_Q2,bracket_notation,latex_notation,0.92853457,0.0
Qwen/Qwen2.5-0.5B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,34_Q3,bracket_notation,pipe_notation,0.9601604,0.0
Qwen/Qwen2.5-0.5B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q1,34_Q4,bracket_notation,subscript_notation,0.91408885,0.0
Qwen/Qwen2.5-0.5B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q2,34_Q3,latex_notation,pipe_notation,0.932353,0.0
Qwen/Qwen2.5-0.5B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q2,34_Q4,latex_notation,subscript_notation,0.8641115,0.0
Qwen/Qwen2.5-0.5B-Instruct,34,Mathematical Expressions,Matrix Notation,34_Q3,34_Q4,pipe_notation,subscript_notation,0.90202624,0.0
Qwen/Qwen2.5-7B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q1,4_Q2,original,partial,0.8625205,0.0
Qwen/Qwen2.5-7B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q1,4_Q3,original,simplified,0.7554672,0.0
Qwen/Qwen2.5-7B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q2,4_Q3,partial,simplified,0.9240612,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q1,4_Q2,original,partial,0.76551175,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q1,4_Q3,original,simplified,0.61986387,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q2,4_Q3,partial,simplified,0.80441886,1.0
Qwen/Qwen2.5-0.5B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q1,4_Q2,original,partial,0.78708774,0.0
Qwen/Qwen2.5-0.5B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q1,4_Q3,original,simplified,0.62102824,0.0
Qwen/Qwen2.5-0.5B-Instruct,4,Rare Character Sequences,Māori Hill,4_Q2,4_Q3,partial,simplified,0.8953416,0.0
Qwen/Qwen2.5-7B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q1,5_Q2,original_cyrillic,transliterated,0.9705268,0.0
